gene,name,code,unique_name
B9J08_001348,IPL1,1348,IPL1_1348
B9J08_001349,SGF73,1349,SGF73_1349
B9J08_001350,B9J08_001350,1350,1350
B9J08_001351,RCF2,1351,RCF2_1351
B9J08_001352,PEX32,1352,PEX32_1352
B9J08_001353,CGR1,1353,CGR1_1353
B9J08_001354,TBP1_SPT15,1354,TBP1_SPT15_1354
B9J08_001355,APN2,1355,APN2_1355
B9J08_001356,PEA2,1356,PEA2_1356
B9J08_001357,B9J08_001357,1357,1357
B9J08_001358,CBF5,1358,CBF5_1358
B9J08_001359,VPS23_STP22,1359,VPS23_STP22_1359
B9J08_001360,VMA9,1360,VMA9_1360
B9J08_001361,B9J08_001361,1361,1361
B9J08_001362,AGP3,1362,AGP3_1362
B9J08_001363,DBP3,1363,DBP3_1363
B9J08_001364,B9J08_001364,1364,1364
B9J08_001365,ERO1,1365,ERO1_1365
B9J08_001366,PGA6_CCW12,1366,PGA6_CCW12_1366
B9J08_001367,ARG81,1367,ARG81_1367
B9J08_001368,DAK2,1368,DAK2_1368
B9J08_001369,B9J08_001369,1369,1369
B9J08_001370,B9J08_001370,1370,1370
B9J08_001371,LYS143_LYS14,1371,LYS143_LYS14_1371
B9J08_001372,ERG5,1372,ERG5_1372
B9J08_001373,VAC7,1373,VAC7_1373
B9J08_001374,PFK26,1374,PFK26_1374
B9J08_001375,HPM1,1375,HPM1_1375
B9J08_001376,MSN5,1376,MSN5_1376
B9J08_001377,RPF1,1377,RPF1_1377
B9J08_001378,TFB1,1378,TFB1_1378
B9J08_001379,HTD2,1379,HTD2_1379
B9J08_001380,RBT7_RNY1,1380,RBT7_RNY1_1380
B9J08_001381,SOD1,1381,SOD1_1381
B9J08_001382,YHR138C,1382,YHR138C_1382
B9J08_001383,AMS1,1383,AMS1_1383
B9J08_001384,SDO1,1384,SDO1_1384
B9J08_001385,ZUO1,1385,ZUO1_1385
B9J08_001386,GLC8,1386,GLC8_1386
B9J08_001387,ARL1,1387,ARL1_1387
B9J08_001388,TYR1,1388,TYR1_1388
B9J08_001389,ERG8,1389,ERG8_1389
B9J08_001390,B9J08_001390,1390,1390
B9J08_001391,GPB1,1391,GPB1_1391
B9J08_001392,TIM10,1392,TIM10_1392
B9J08_001393,CYT2,1393,CYT2_1393
B9J08_001394,ERV29,1394,ERV29_1394
B9J08_001395,B9J08_001395,1395,1395
B9J08_001396,SKI6,1396,SKI6_1396
B9J08_001397,GPI14,1397,GPI14_1397
B9J08_001398,B9J08_001398,1398,1398
B9J08_001399,YMC1,1399,YMC1_1399
B9J08_001400,TFG1,1400,TFG1_1400
B9J08_001401,HGH1,1401,HGH1_1401
B9J08_001402,CPS1,1402,CPS1_1402
B9J08_001403,AIM2,1403,AIM2_1403
B9J08_001404,YPL109C,1404,YPL109C_1404
B9J08_001405,LPL1,1405,LPL1_1405
B9J08_001406,PRE7,1406,PRE7_1406
B9J08_001407,ERD2,1407,ERD2_1407
B9J08_001408,B9J08_001408,1408,1408
B9J08_001409,PGA38_FLO5,1409,PGA38_FLO5_1409
B9J08_001410,CFT1,1410,CFT1_1410
B9J08_001411,GPI11,1411,GPI11_1411
B9J08_001412,MPS3,1412,MPS3_1412
B9J08_001413,TYS1,1413,TYS1_1413
B9J08_001414,UBR1,1414,UBR1_1414
B9J08_001415,UBR2,1415,UBR2_1415
B9J08_001416,ABP1,1416,ABP1_1416
B9J08_001417,EAR1,1417,EAR1_1417
B9J08_001418,BGL2,1418,BGL2_1418
B9J08_001419,YMR310C,1419,YMR310C_1419
B9J08_001420,BFR1,1420,BFR1_1420
B9J08_001421,IDI1,1421,IDI1_1421
B9J08_001422,LAB5_LIP5,1422,LAB5_LIP5_1422
B9J08_001423,HOS3,1423,HOS3_1423
B9J08_001424,BEM3,1424,BEM3_1424
B9J08_001425,TOA1,1425,TOA1_1425
B9J08_001426,PGA54,1426,PGA54_1426
B9J08_001427,SLA2,1427,SLA2_1427
B9J08_001428,DIC1,1428,DIC1_1428
B9J08_001429,APA2,1429,APA2_1429
B9J08_001430,SPB1,1430,SPB1_1430
B9J08_001431,PEP3,1431,PEP3_1431
B9J08_001432,SAC6,1432,SAC6_1432
B9J08_001433,B9J08_001433,1433,1433
B9J08_001434,MRT4,1434,MRT4_1434
B9J08_001435,MIF2,1435,MIF2_1435
B9J08_001436,CRT10,1436,CRT10_1436
B9J08_001437,B9J08_001437,1437,1437
B9J08_001438,YKL069W,1438,YKL069W_1438
B9J08_001439,HEK2,1439,HEK2_1439
B9J08_001440,B9J08_001440,1440,1440
B9J08_001441,B9J08_001441,1441,1441
B9J08_001442,SRP54,1442,SRP54_1442
B9J08_001443,MHP1,1443,MHP1_1443
B9J08_001444,ELF1,1444,ELF1_1444
B9J08_001445,GYP6,1445,GYP6_1445
B9J08_001446,SAM51,1446,SAM51_1446
